Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
259,0.7182098598,-1.720939209,624.2062404,127.6853555,-1614.845969,-638.1477253,3422.936907,32.49730472,49.32234988,4.11063438,0.9698238924,-0.6130376589,15.80262432,-20.03551789
260,0.718165375,-1.719775264,624.1999239,127.7438055,-1613.765039,-638.2048519,3420.504625,33.90030753,49.286949,4.119944192,0.9804285065,-0.6087751337,15.753798,-20.00187896
261,0.718202118,-1.71835809,624.2599363,127.7333839,-1612.450773,-638.0834745,3417.97036,35.09058175,49.26139379,4.128455428,0.9951715155,-0.6012950819,15.6950459,-19.97710872
262,0.7181009633,-1.7167474,624.1960307,127.65015,-1610.952716,-637.9346656,3415.367444,36.21388319,49.23043774,4.13593568,1.007599563,-0.5954287641,15.64435083,-19.94805655
263,0.7179956526,-1.714732836,624.1178502,127.4132524,-1609.080155,-637.5332274,3411.874524,36.99770289,49.2098591,4.142529856,1.024272471,-0.5862421629,15.58445401,-19.92774294
264,0.717748399,-1.712717711,623.9113324,127.0421035,-1607.205135,-637.1231735,3408.460273,37.5700323,49.18450541,4.148058026,1.039012653,-0.5783973103,15.53217934,-19.90357862
265,0.7175749769,-1.710668226,623.7638194,126.5399449,-1605.301946,-636.5841685,3404.96784,37.83293068,49.16938533,4.152657073,1.057805991,-0.5673805385,15.47129109,-19.88817696
266,0.7172935679,-1.708873427,623.5195141,125.9901786,-1603.635366,-636.1687519,3401.931475,38.05233088,49.14978855,4.156510444,1.074367002,-0.5580277744,15.41848521,-19.86908852
267,0.7170812734,-1.707010173,623.3301022,125.3614536,-1601.908261,-635.6523316,3398.495677,38.05511318,49.14011319,4.159832456,1.09459949,-0.5459587847,15.35784132,-19.85766033
268,0.7167228826,-1.705321022,623.007981,124.6764915,-1600.341954,-635.2454247,3395.153685,38.00998624,49.12613986,4.162499385,1.112358512,-0.5357170226,15.30551432,-19.8418559
269,0.7164051171,-1.703691943,622.7144843,123.8941557,-1598.83538,-634.7849809,3391.583974,37.73903579,49.12163988,4.164701524,1.133514488,-0.5228484052,15.24556275,-19.83305427
270,0.7159958015,-1.702326611,622.3401555,123.0402782,-1597.573238,-634.4592226,3388.526449,37.37188332,49.11211745,4.16642984,1.151764237,-0.5120442421,15.19461603,-19.81889422
271,0.7156763723,-1.700951271,622.0411025,122.1420086,-1596.304566,-634.059958,3385.53949,36.80077923,49.11161362,4.167913228,1.172870154,-0.4989442248,15.13725946,-19.81056807
272,0.7152695393,-1.699710187,621.6650953,121.2858582,-1595.157951,-633.772313,3383.019494,36.2988469,49.10609772,4.168819147,1.190128765,-0.4882185848,15.09090783,-19.79676899
273,0.714952125,-1.698381464,621.3647856,120.46908,-1593.93104,-633.3981948,3380.432993,35.76610162,49.10874,4.169678348,1.209278146,-0.4756629261,15.0401477,-19.78851872
274,0.714577812,-1.697264439,621.0172,119.7441608,-1592.898595,-633.1756151,3378.454247,35.41258383,49.10529942,4.17046975,1.224366295,-0.4658190835,15.00100086,-19.77359699
275,0.7143490836,-1.696195514,620.7992574,119.0309543,-1591.913094,-632.912604,3376.691025,34.98745198,49.10874324,4.171675047,1.241289586,-0.4545857633,14.9577212,-19.7627985
276,0.714090249,-1.695279379,620.560186,118.3727539,-1591.066872,-632.7802062,3375.289293,34.6375502,49.10508266,4.173366947,1.254209323,-0.4464409402,14.92554478,-19.74446348
277,0.7139695432,-1.694389124,620.4443034,117.7651986,-1590.246793,-632.6041637,3373.865779,34.23198399,49.10776887,4.175399887,1.269000318,-0.4370215486,14.88889221,-19.72985969
278,0.7138007715,-1.693881348,620.2912018,117.2384653,-1589.781029,-632.6170695,3373.225236,34.01556937,49.10259838,4.17761936,1.279422078,-0.4307906892,14.86343935,-19.70727737
279,0.7137459548,-1.693531375,620.2390789,116.8214838,-1589.464915,-632.6381068,3372.839076,33.96121863,49.1033148,4.180555169,1.291508348,-0.4235514255,14.83374473,-19.6883412
280,0.7136355193,-1.69350342,620.1428726,116.5521202,-1589.446554,-632.8603416,3373.176242,34.16648505,49.09595602,4.184258594,1.299363459,-0.4196781865,14.8149682,-19.6616989
281,0.7136319807,-1.693519331,620.1414042,116.3491552,-1589.47077,-633.0570315,3373.459363,34.35611655,49.094106,4.188889757,1.308658614,-0.4149786781,14.79217844,-19.63880267
282,0.7135482095,-1.693732202,620.0731692,116.2425422,-1589.67505,-633.3996162,3373.982438,34.72877048,49.08378134,4.194421117,1.313310164,-0.4140020852,14.78107965,-19.6076339
283,0.713550406,-1.694018238,620.0796137,116.2036676,-1589.949054,-633.7076073,3374.57608,35.09434519,49.07939667,4.20058339,1.319073596,-0.4122957753,14.76577235,-19.58073073
284,0.7134628386,-1.694491136,620.0106094,116.2818343,-1590.3935,-634.1592339,3375.743057,35.57107928,49.06628136,4.207082913,1.32004097,-0.4141310139,14.76223204,-19.54712786
285,0.7134564015,-1.694742174,620.0118123,116.4545412,-1590.631099,-634.4954056,3376.621417,35.9959545,49.0590418,4.213903322,1.322220035,-0.4150059214,14.75477821,-19.51906665
286,0.7133476765,-1.694838428,619.9257147,116.7423157,-1590.718614,-634.8845159,3377.289346,36.54193552,49.04317841,4.220813134,1.319468793,-0.4194792941,14.76013341,-19.48426864
287,0.7133124412,-1.694656782,619.9024784,117.0494197,-1590.547086,-635.1274216,3377.218309,36.99122779,49.03337145,4.227918473,1.318286448,-0.4227993123,14.7608278,-19.45571194
288,0.713157462,-1.694567934,619.775778,117.4057758,-1590.457897,-635.474898,3377.329995,37.57690038,49.01473419,4.234880348,1.312417905,-0.4295170545,14.77380575,-19.42185728
289,0.7130860277,-1.694393859,619.7213053,117.797781,-1590.290547,-635.7319302,3377.367804,38.14419956,49.00221669,4.241604753,1.308313097,-0.4347864571,14.78181786,-19.3951671
290,0.7129334776,-1.694298954,619.5997403,118.26998,-1590.192619,-636.0983965,3377.830027,38.83417713,48.9807221,4.248018732,1.299386974,-0.4434710268,14.80209493,-19.36347998
291,0.7128976489,-1.693935731,619.5814085,118.8151553,-1589.844848,-636.3151594,3377.666837,39.49674214,48.96545402,4.254107314,1.292241571,-0.4505230346,14.81671829,-19.33940147
292,0.7127511811,-1.693530364,619.4683212,119.4678708,-1589.453142,-636.6075628,3377.18274,40.35647298,48.94118562,4.259514211,1.280684054,-0.4605628724,14.8429576,-19.31077262
293,0.7126944039,-1.693057768,619.4329564,120.1116947,-1589.000775,-636.802979,3376.291444,41.13486656,48.92330549,4.264172079,1.27151144,-0.4684339843,14.86236106,-19.29059603
294,0.7125490939,-1.692847786,619.323613,120.7381158,-1588.790591,-637.1436524,3375.899496,41.97245508,48.8963789,4.267874935,1.258245868,-0.4790196263,14.89261274,-19.26606093
295,0.7125213433,-1.692683638,619.3175645,121.3597947,-1588.626052,-637.4314972,3375.506113,42.73449496,48.87640321,4.270698239,1.247643467,-0.4872175452,14.9146246,-19.25033002
296,0.7123948197,-1.692643437,619.2279961,122.0521964,-1588.573666,-637.8492605,3375.234086,43.67827707,48.84731934,4.272469986,1.232957222,-0.498034875,14.94672763,-19.23018868
297,0.7123535917,-1.692514345,619.2112635,122.751066,-1588.440608,-638.1375744,3374.419582,44.57301621,48.82538874,4.273342816,1.220959868,-0.5063504504,14.97001986,-19.21835826
298,0.7122222353,-1.692559246,619.119223,123.4861898,-1588.466693,-638.5158605,3373.846424,45.59809788,48.79424478,4.273282679,1.20493786,-0.5172466928,15.00323821,-19.20115224
299,0.7122290094,-1.692525948,619.1489437,124.2194283,-1588.422432,-638.7837534,3372.924612,46.562891,48.77087685,4.272542016,1.191902413,-0.5254888463,15.02726172,-19.19268316
300,0.7121694131,-1.692555,619.1253681,124.9339145,-1588.432785,-639.1464279,3372.043592,47.61461869,48.73856374,4.271036684,1.175011293,-0.5362226359,15.06077569,-19.17887183
301,0.7122047105,-1.692483534,619.1820881,125.5618373,-1588.351918,-639.3784129,3370.827241,48.47440609,48.71494522,4.268836765,1.161164192,-0.5442113882,15.08545426,-19.17344389
302,0.7121194877,-1.692503595,619.1340824,126.1731397,-1588.353196,-639.681215,3369.830629,49.43741071,48.68302991,4.266039514,1.14362895,-0.5545933428,15.12006875,-19.16212553
303,0.7121292244,-1.692359148,619.16605,126.7559226,-1588.203526,-639.8307613,3368.487008,50.3505488,48.6601934,4.26296957,1.129419531,-0.562210398,15.14597748,-19.15843843
304,0.7120391497,-1.692232772,619.1124148,127.3790677,-1588.06732,-640.0748516,3367.264755,51.47733471,48.62935749,4.259801698,1.111727401,-0.572304269,15.18156693,-19.14783551
305,0.7120249214,-1.691875071,619.1207736,128.0015956,-1587.717457,-640.2074732,3365.435731,52.64199222,48.60765562,4.256905172,1.097312574,-0.5799061474,15.20841502,-19.14396063
306,0.7118709093,-1.691470352,619.0056604,128.6474531,-1587.320089,-640.4154013,3363.470942,54.10472314,48.57833814,4.254335989,1.07948533,-0.5901633187,15.24508396,-19.13279324
307,0.7117770226,-1.691033856,618.9374923,129.2612387,-1586.896311,-640.5191595,3361.459073,55.58923151,48.55846042,4.252322363,1.065048038,-0.5980192899,15.27349123,-19.1276882
308,0.7115460621,-1.690806989,618.7481428,129.8922838,-1586.66586,-640.7645141,3360.037419,57.31404404,48.53121784,4.250722384,1.047350431,-0.608409342,15.31179178,-19.1152717
309,0.711404822,-1.690444608,618.6335127,130.4704399,-1586.311774,-640.9007118,3358.192965,58.97338543,48.51339476,4.249538504,1.033100884,-0.6163231154,15.34201041,-19.10880464
310,0.7111717494,-1.690079462,618.439689,131.0202567,-1585.951595,-641.1278854,3356.197048,60.71799457,48.4886457,4.248740325,1.01535105,-0.6269395855,15.38291662,-19.09486189
311,0.7110420998,-1.689546625,618.3335722,131.4782794,-1585.437724,-641.216393,3353.62827,62.29313232,48.47317877,4.248499419,1.001167897,-0.6351187619,15.41534919,-19.08649412
312,0.7108335144,-1.68913537,618.1602059,131.8626551,-1585.034622,-641.3903936,3351.308234,63.88637124,48.45093612,4.248709727,0.9837364386,-0.6460433193,15.4576284,-19.07046862
313,0.710775055,-1.68865071,618.1178235,132.1068212,-1584.566542,-641.4307118,3348.778516,65.18694463,48.43849604,4.249482024,0.9701650187,-0.6544823174,15.49116797,-19.05979557
314,0.7106633791,-1.688217118,618.0319919,132.2388855,-1584.143138,-641.5326677,3346.35971,66.38920281,48.41959929,4.250487729,0.953377911,-0.6654990164,15.53402321,-19.04151079
315,0.7106757791,-1.687567779,618.0525036,132.2015426,-1583.521045,-641.447092,3343.383998,67.23281047,48.4107161,4.251753348,0.9402277688,-0.6739042148,15.5681374,-19.02912194
316,0.7105910273,-1.686862711,617.9879189,132.0608037,-1582.842993,-641.3696795,3340.354613,67.99952361,48.39582165,4.253094173,0.923379658,-0.6849587923,15.61263028,-19.0093055
317,0.7106154736,-1.68580225,618.0157761,131.7471884,-1581.834962,-641.0470955,3336.550376,68.42475624,48.39088988,4.254663998,0.9098365424,-0.6935781828,15.6493269,-18.995744
318,0.710585213,-1.684541035,617.9983413,131.3302572,-1580.63552,-640.6923209,3332.48224,68.77435654,48.37994666,4.256340366,0.8931459697,-0.7046887709,15.69513616,-18.97547564
319,0.7106686356,-1.682927969,618.0782554,130.796895,-1579.109317,-640.1130021,3327.767893,68.87012069,48.37826523,4.258438274,0.8796571433,-0.7135409308,15.73296106,-18.96080426
320,0.7106519758,-1.681179182,618.0709991,130.1803773,-1577.452437,-639.5260783,3322.952796,68.86977226,48.36989821,4.260817324,0.8627685261,-0.7248913558,15.77992271,-18.93904099
321,0.710699649,-1.679043356,618.1155638,129.4190956,-1575.435638,-638.7015901,3317.53909,68.52511145,48.37004091,4.263386793,0.8489214412,-0.7339548319,15.81965584,-18.9230785
322,0.7106198161,-1.676775753,618.0473225,128.5738647,-1573.291857,-637.8634314,3312.249264,68.02571393,48.3634158,4.26587495,0.831671172,-0.7454527361,15.86907523,-18.90046419
323,0.7106138908,-1.674209644,618.0402377,127.6559625,-1570.871263,-636.8348108,3306.638786,67.25158968,48.36494398,4.268597449,0.8175441939,-0.7546614535,15.911115,-18.88395576
324,0.7105181588,-1.671620142,617.9566852,126.7555107,-1568.425519,-635.8666168,3301.211183,66.4980908,48.35872017,4.27140308,0.8002032014,-0.7663296719,15.9617934,-18.86060272
325,0.7105190766,-1.668901433,617.955696,125.8700254,-1565.861957,-634.7953776,3295.584295,65.613977,48.36057008,4.274454876,0.7862150102,-0.7757200387,16.00401009,-18.84340676
326,0.7104546751,-1.666336277,617.9017396,125.0774339,-1563.439105,-633.8786445,3290.284238,64.81680023,48.35413147,4.277504198,0.7689347662,-0.7877162396,16.05501218,-18.81990856
327,0.7104916198,-1.663712026,617.9348136,124.28367,-1560.964209,-632.8809534,3284.644499,63.7707206,48.35570379,4.280390031,0.7550303554,-0.7972355126,16.09722469,-18.80436203
328,0.7103910602,-1.661310731,617.8477655,123.5098408,-1558.694963,-632.0193349,3279.257525,62.65658354,48.34844832,4.283032246,0.7376896192,-0.8093681822,16.14864502,-18.78246066
329,0.710377342,-1.659170077,617.8343101,122.7110983,-1556.673673,-631.1346201,3274.195625,61.27991756,48.3490389,4.285469774,0.7238796762,-0.8190176388,16.19034169,-18.76837219
330,0.7103072666,-1.657554201,617.7770186,121.9499784,-1555.141139,-630.4726157,3270.200385,59.87591094,48.34061456,4.287588238,0.7066941844,-0.8313051059,16.24065501,-18.74803929
331,0.7103924778,-1.656105019,617.8571322,121.2203917,-1553.768287,-629.7757946,3266.465036,58.26588033,48.34041091,4.289681244,0.6928681671,-0.8412635392,16.2809828,-18.73543693
332,0.7104055255,-1.654912015,617.878777,120.5259672,-1552.632395,-629.2283797,3263.221507,56.60944756,48.33100217,4.291648664,0.6757612381,-0.853874418,16.32907119,-18.71630105
333,0.7105449816,-1.653730835,618.0107442,119.7858226,-1551.511306,-628.5844481,3259.805829,54.62113651,48.32981528,4.293597547,0.6623692238,-0.8639386649,16.36612635,-18.70545484
334,0.7106202277,-1.65289803,618.0915563,119.0533296,-1550.713616,-628.1084243,3256.997109,52.57202957,48.319568,4.295650736,0.6456728771,-0.8767203699,16.41105918,-18.68796452
335,0.710852673,-1.65238258,618.3116589,118.3279441,-1550.21737,-627.628881,3254.647439,50.32147113,48.31744984,4.297680525,0.6328096372,-0.8868692827,16.4451792,-18.67880366
336,0.7110088664,-1.652331962,618.469327,117.6755185,-1550.154194,-627.3620313,3253.119982,48.17727347,48.30625809,4.299492807,0.6171028956,-0.8992095601,16.48634492,-18.6635078
337,0.71129387,-1.652344912,618.7398953,117.0239157,-1550.154579,-627.0249777,3251.486107,45.91095701,48.30296277,4.300958341,0.6053433137,-0.9086401177,16.516656,-18.65653477
338,0.7114959532,-1.652517926,618.9411241,116.3811987,-1550.302205,-626.8020686,3250.128374,43.72644278,48.29124508,4.302050763,0.5907193702,-0.9201907468,16.55395644,-18.64378591
339,0.711816655,-1.652548609,619.2457045,115.7163634,-1550.320501,-626.438324,3248.354205,41.38030927,48.28741503,4.302657269,0.5802412521,-0.9286273622,16.57964303,-18.63970849
340,0.7120325035,-1.652659407,619.4603162,115.1250368,-1550.411413,-626.1762679,3246.847522,39.15438696,48.27522341,4.30294232,0.5672472124,-0.9389047047,16.61143424,-18.62976799
341,0.7123410873,-1.652642928,619.7541412,114.6141242,-1550.387401,-625.7951154,3245.096575,36.92984868,48.27078463,4.302715214,0.5586904343,-0.945874814,16.63089802,-18.62863905
342,0.7125125531,-1.652762278,619.9277434,114.2564316,-1550.488579,-625.5506751,3243.839814,35.02256367,48.257981,4.301878754,0.5479425879,-0.9543949623,16.65583459,-18.62253186
343,0.7127722284,-1.652728186,620.1761264,113.9320289,-1550.450474,-625.1634729,3242.366096,33.08472532,48.25311836,4.300302662,0.5418086474,-0.9594230293,16.66820161,-18.62559453
344,0.712907354,-1.652687632,620.3162842,113.6565996,-1550.404076,-624.8482541,3241.081962,31.31529927,48.23967971,4.29823418,0.5334411973,-0.9660396077,16.68619624,-18.6236508
345,0.7131471945,-1.652381617,620.546718,113.4165803,-1550.113389,-624.3657817,3239.274401,29.54157876,48.23416544,4.295486628,0.5297322419,-0.969071488,16.69155645,-18.6306681
346,0.713294797,-1.652054904,620.6991203,113.301524,-1549.801019,-623.9771258,3237.553543,28.06462689,48.22018299,4.292170902,0.5237493336,-0.9736761345,16.70330858,-18.63237103
347,0.7135619729,-1.651562432,620.9557551,113.2524201,-1549.337842,-623.470066,3235.481839,26.57883645,48.21410265,4.288323018,0.5224070516,-0.9747446757,16.70233561,-18.64239209
348,0.7137322944,-1.651211272,621.1297667,113.2893918,-1549.004145,-623.1099962,3233.858448,25.30217566,48.19981652,4.283706747,0.5180233047,-0.9777968827,16.70976893,-18.64819745
349,0.7140255886,-1.650812618,621.4108678,113.3671584,-1548.630104,-622.6748177,3232.167928,24.03411271,48.19376313,4.278367306,0.5178357966,-0.9775374687,16.70548533,-18.66293431
350,0.7142121011,-1.650636252,621.6005274,113.5185892,-1548.461449,-622.4110508,3231.018134,22.99839452,48.17901275,4.272366518,0.5145736975,-0.9793335444,16.70940838,-18.67193103
351,0.7145112394,-1.650486985,621.8873911,113.725766,-1548.322165,-622.0983192,3229.820364,21.9651007,48.17267733,4.26580082,0.5152715764,-0.9779500417,16.70261421,-18.68938574
352,0.7147228895,-1.650591497,622.100744,114.0228856,-1548.417946,-621.9724793,3229.149039,21.17549064,48.1578074,4.258704214,0.5130423428,-0.9786507852,16.70461034,-18.70102745
353,0.7150608198,-1.650677665,622.4239349,114.3357771,-1548.500364,-621.7779079,3228.355081,20.33315422,48.15152337,4.251246315,0.5146520083,-0.9763556621,16.69640289,-18.72100013
354,0.7153228301,-1.650929711,622.6837773,114.6455169,-1548.735083,-621.7189014,3227.994583,19.56114032,48.13739114,4.243187456,0.5130055378,-0.976310797,16.69767559,-18.736073
355,0.7156831333,-1.651102288,623.0269003,114.8812056,-1548.898748,-621.5467747,3227.365495,18.55262638,48.13215615,4.234844574,0.5148298095,-0.9734962489,16.68995389,-18.75908418
356,0.7159131674,-1.651343779,623.2558224,115.1181855,-1549.123646,-621.4867956,3226.87597,17.59641212,48.1189573,4.226031427,0.5132611834,-0.9730730559,16.69231111,-18.77641354
357,0.7162072312,-1.651389782,623.5357719,115.3520779,-1549.168667,-621.2953253,3225.848137,16.60320068,48.11477729,4.216988422,0.5151413725,-0.969894718,16.6859758,-18.80206285
358,0.7163582368,-1.651440481,623.6896798,115.6265333,-1549.214704,-621.1963145,3224.77893,15.83852134,48.10248059,4.207611962,0.5136325955,-0.9691746768,16.68984823,-18.82158343
359,0.7165600571,-1.651244716,623.8824154,115.8611818,-1549.033223,-620.9270885,3222.950201,15.01316879,48.09900974,4.197999752,0.5157377155,-0.9656310052,16.68432916,-18.84843798
360,0.7165816459,-1.651040626,623.9146426,116.0452795,-1548.840596,-620.7001978,3221.051207,14.24944871,48.08702819,4.188349992,0.5145041604,-0.9645022281,16.68834355,-18.86862986
361,0.7166291365,-1.650528569,623.9623834,116.135688,-1548.362808,-620.2591942,3218.424298,13.28128486,48.08382358,4.178612475,0.5169169643,-0.9604352162,16.6829978,-18.89601144
362,0.7165013046,-1.649894139,623.8545697,116.2057236,-1547.76642,-619.8379331,3215.66856,12.49171294,48.07175801,4.168584711,0.5154901125,-0.9588488264,16.68815773,-18.91631415
363,0.7164154575,-1.648946914,623.7777842,116.232071,-1546.880273,-619.2131354,3212.234922,11.76006702,48.06803711,4.158549859,0.5176396074,-0.9543796184,16.68350733,-18.94326345
364,0.7161431301,-1.647957402,623.5353642,116.2636186,-1545.95092,-618.6540927,3208.771762,11.39695574,48.05507176,4.148931389,0.5162387851,-0.9525804479,16.68884869,-18.96134988
365,0.7158956578,-1.646688844,623.3076945,116.2368415,-1544.763586,-617.9337389,3204.586445,11.0712751,48.05066487,4.139901973,0.5185433301,-0.9481053792,16.6841752,-18.98541878
366,0.7154630118,-1.645415575,622.9155027,116.1743495,-1543.568236,-617.3083638,3200.485902,10.90765854,48.03712646,4.131491963,0.5172490034,-0.9464475938,16.68917256,-19.00058454
367,0.7151023778,-1.643943231,622.5822462,116.0390963,-1542.189906,-616.540296,3196.034801,10.57681336,48.03218473,4.12401837,0.5196658713,-0.942324518,16.68402561,-19.02086762
368,0.7146071746,-1.642542577,622.1320181,115.9050388,-1540.875081,-615.8997246,3192.0234,10.40342409,48.01801714,4.117501674,0.5183578776,-0.9412132495,16.68855518,-19.03150808
369,0.7142125804,-1.640961709,621.7676179,115.6908242,-1539.394678,-615.1146627,3187.639623,10.04166664,48.01237166,4.112007599,0.5204736787,-0.9378000206,16.68318114,-19.04686662
370,0.7136638475,-1.639439869,621.2678785,115.4397381,-1537.966019,-614.4538823,3183.422088,9.769361711,47.99751601,4.107577801,0.5189780935,-0.9374146863,16.68722377,-19.05184158
371,0.7131930228,-1.637808316,620.8325467,115.1147749,-1536.437941,-613.6924451,3178.837336,9.304513101,47.99131403,4.104291436,0.5209510857,-0.9347593715,16.68107201,-19.06119263
372,0.7125614874,-1.636339895,620.2556934,114.797669,-1535.058988,-613.1203067,3174.683352,9.009470021,47.97592095,4.102030459,0.5190653098,-0.935160663,16.68460335,-19.06039116
373,0.7120334923,-1.634820514,619.7670896,114.4644247,-1533.635651,-612.4811554,3170.482413,8.625998502,47.96937733,4.100583708,0.5205855532,-0.9332451277,16.67855571,-19.06411475
374,0.7113885222,-1.63346342,619.1772248,114.1938949,-1532.360831,-612.0166353,3166.93903,8.507926716,47.95439696,4.099818511,0.5184316366,-0.9342669363,16.68153632,-19.05801728
375,0.7108714101,-1.632019224,618.6978135,113.9590055,-1531.007646,-611.4585257,3163.345365,8.436042748,47.94886668,4.099958139,0.519596824,-0.9330318996,16.67443004,-19.05713799
376,0.7102678285,-1.630748121,618.1455732,113.8477885,-1529.813333,-611.0901193,3160.305365,8.737885914,47.93507542,4.10077594,0.5173083907,-0.9346513454,16.67568478,-19.04676058
377,0.709778007,-1.62940833,617.6904718,113.8214238,-1528.558598,-610.6667317,3157.066287,9.125742116,47.93082799,4.102220791,0.5190133499,-0.9337143235,16.66488266,-19.04162631
378,0.7091689347,-1.628268769,617.1319849,113.8943166,-1527.488797,-610.4470383,3154.289849,9.797327058,47.91813423,4.1043141,0.5178792608,-0.935386374,16.66089578,-19.02722941
379,0.7086834452,-1.627158749,616.6799675,114.0046337,-1526.450727,-610.1780698,3151.508296,10.38207392,47.91486547,4.107220786,0.5207725852,-0.9345064719,16.64486844,-19.01825988
380,0.7081132346,-1.626294165,616.1570157,114.2206396,-1525.640005,-610.1017607,3149.343378,11.21604066,47.90308061,4.110692246,0.5208470004,-0.9360230975,16.63574463,-19.00008847
381,0.7076806536,-1.62542093,615.753574,114.5274875,-1524.825337,-609.9601243,3147.067741,12.1080525,47.90085295,4.114783165,0.5250885725,-0.9347032924,16.61489425,-18.98770297
382,0.7071782187,-1.624772185,615.2928428,114.9802496,-1524.218455,-610.0142401,3145.301865,13.43147859,47.8904067,4.119383755,0.5265916447,-0.935734221,16.60152828,-18.96614638
383,0.7068232932,-1.624091431,614.9613717,115.4935315,-1523.585811,-609.9939943,3143.400467,14.81008585,47.88903305,4.124207219,0.5323505553,-0.9338621798,16.57616506,-18.95025881
384,0.7064037789,-1.623598805,614.5778711,116.0609865,-1523.126737,-610.1332859,3141.946127,16.44390096,47.87911808,4.129221719,0.5352551891,-0.9343451538,16.55824523,-18.92584857
385,0.7061610441,-1.623093089,614.3508886,116.6301571,-1522.659694,-610.1650956,3140.353144,18.03029731,47.8784669,4.134498762,0.542467084,-0.9318089914,16.528228,-18.90797961
386,0.7058394219,-1.622805937,614.0586122,117.2722802,-1522.394353,-610.3556555,3139.279278,19.85631312,47.86912977,4.13994157,0.546413513,-0.931888371,16.50682143,-18.8817029
387,0.7056810688,-1.62245919,613.9103827,117.9372286,-1522.077226,-610.4271003,3137.951567,21.63662644,47.86885766,4.145503271,0.554462515,-0.9290419601,16.4739781,-18.86249564
388,0.7054176366,-1.62229266,613.6723512,118.685196,-1521.925526,-610.6556421,3136.94978,23.73766749,47.85984567,4.151090333,0.5589315634,-0.9288495866,16.45076905,-18.83553311
389,0.7053046316,-1.622102885,613.5662927,119.4207754,-1521.756093,-610.7660264,3135.649305,25.77458063,47.85992945,4.156736951,0.5674676457,-0.9256845998,16.41606451,-18.81549415
